Approved loan,Duration (in months),Currency,Age,Number of family members ,Number of years at the current address,Employment Type ,Current years at job,Credit Registry Information,Monthly Installment of the loan,Other installments of other loans,Monthly Income ,Reference,Other debitors/guarantors,Number of existing credits at the bank,Collateral Type_Residential,Collateral Type_Commercial,Collateral Type_Land,Collateral Type_Deposits pledge,Collateral Type_Others,Savings_ALL,Current account_ALL,M,F,Married,Single,Widowed,Divorced,Separated,University,College/High school,Secondary/Less than high school,Elementary,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Others,Residential Status_Rent,Consumer loan,Furniture loan,Loan for car purchase,Mortgage loan,Education loan,Reconstruction loan,Holidays loan ,Medical loan,Loan for energy efficence,Loan classification
200000,14,0,53,1,16.5,6,14.5,2,14843.43,0,56000,1,0,1,0,0,0,0,0,35833.56,71120.87,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
400000,36,0,48,3,28,6,28,2,12332.94,0,53772,2,1,1,0,0,0,0,0,0,2318.34,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
250000,24,0,44,3,16.83,6,22.83,3,11249.9,0,75000,2,1,2,0,0,0,0,0,835.55,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,30,0,58,4,52.41,6,37.41,2,25445.01,0,80000,2,1,1,0,0,0,0,0,0,442.47,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500000,24,0,52,4,22.5,6,22.75,2,22340.99,0,90000,1,1,1,0,0,0,0,0,0,1160.27,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,20,0,55,3,35.16,6,26.16,2,10530.07,0,32741,2,0,1,0,0,0,0,0,0,663.23,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
359473.15,36,0,47,2,17.58,6,23.91,3,15645.12,0,94000,2,1,1,0,0,0,0,0,2161.991,523.79,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,48,0,53,4,30.25,6,30.25,2,24349.1,14583,99653,2,1,1,0,0,0,0,0,101418.69,1003.8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,52,4,9,6,11,1,15876.62,0,117000,2,1,1,0,0,0,0,0,0,120286.74,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,57,2,31.91,6,35.08,2,30283.41,0,67762,1,1,1,0,0,0,1,0,1350207.84,69930.29,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,59,2,37.91,6,17.91,2,8583.68,0,66082,1,0,1,0,0,0,0,0,0,2039.63,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
210000,12,0,58,2,34.5,6,23.5,3,17962.07,0,51153,2,0,1,0,0,0,0,0,0,2854.76,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
148407.94,36,0,41,4,20.5,6,21.5,2,13179.79,0,90000,2,1,1,0,0,0,0,0,0,576.23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
260000,15,0,57,4,33.91,6,32.66,2,18011.09,0,36373,2,0,1,0,0,0,0,0,0,220374.98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000000,120,0,52,2,51.83,6,30.66,2,23420.77,0,78028,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,24,0,54,2,8.5,6,23.5,4,13321.38,41970,106500,2,1,1,0,0,0,0,0,2045.85,582.26,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
750000,36,0,48,3,20.5,6,25.08,3,24399.96,0,48886,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
350000,24,0,53,2,29.5,6,28,4,15488.8,0,48470,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,40,4,21.33,6,22.33,2,12385.06,0,69867,2,1,1,0,0,0,0,0,0,512.82,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,59,2,5.16,6,20.75,2,17224.26,0,36464,2,0,1,0,0,0,0,0,0,926.76,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,24,0,56,5,28.83,6,25.83,1,22340.99,0,124000,2,1,1,0,0,0,0,0,0,1592.23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
800000,36,0,49,3,26.91,6,17.91,1,24628.6,0,68516,1,1,1,0,0,0,0,0,0,976.83,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,46,2,14.91,6,14.25,2,17190.05,0,41579,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,51,3,27.25,6,8.25,2,15876.62,0,54430,2,1,1,0,0,0,0,0,0,1068.46,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
450690.05,28,0,53,3,17.16,6,17.16,2,20244.09,0,89965,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1230000,48,0,44,3,23.5,6,27.08,2,29770.57,3320,95000,2,1,1,0,0,0,0,0,0,2177.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,49,4,28.16,6,26.16,1,15934.99,0,85116,2,1,1,0,0,0,0,0,0,552.01,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
750000,48,0,55,1,45.58,6,35.58,3,19269.16,17900,65000,2,1,1,0,0,0,0,0,3127.4155,2130.42,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60000,6,0,47,3,14.41,6,18.41,2,10161.03,0,96888,2,0,1,0,0,0,0,0,0,759.96,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2800000,84,0,56,3,23.91,6,33.91,2,42042.06,2000,153202,1,1,1,1,0,0,0,0,0,1238936.19,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,24,0,47,5,22.33,7,27.33,1,13723.43,0,74536,1,1,1,0,0,0,0,0,0,9832.4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,24,0,55,4,27.5,6,16.5,1,17531.81,0,114000,2,1,1,0,0,0,0,0,0,13487.59,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
750000,36,0,57,2,25.41,6,17.41,2,23502.29,20000,105000,1,1,1,0,0,0,0,0,0,50133.4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,24,0,48,3,17.41,6,12.41,3,11024.62,0,47913,1,0,1,0,0,0,0,0,0,96047.52,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
160000,12,0,44,5,43.91,6,19.5,2,13733.88,0,51502,1,0,1,0,0,0,0,0,2537.87,196457.5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
400000,36,0,46,1,14,6,18.33,2,12350.83,0,53685,1,1,1,0,0,0,0,0,0,65063.607,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1450000,72,0,53,4,17.5,6,18.5,2,22919.05,0,140000,1,0,1,0,0,0,1,0,1452435.29,17558.337,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,53,3,15.25,7,15.25,2,14762.93,0,85000,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,36,0,51,3,13.66,6,9.5,2,9318.59,20882,136650,2,1,2,0,0,0,0,0,753.065,1855.35,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1000000,84,0,44,3,19.33,6,22.33,2,15888.7,0,59200,2,1,1,0,0,0,0,0,0,9660.41,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
316932.52,24,0,56,3,19,6,19,2,21687.47,0,80000,2,0,1,0,0,0,1,0,2000539.69,456098.65,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,24,0,40,2,24.83,6,14.33,2,15725.31,0,49976,2,0,1,0,0,0,0,0,0,646.39,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1500000,60,0,48,6,16.83,6,16.33,2,30361.81,4400,130000,2,1,1,0,0,0,0,0,0,32852.29,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,12,0,57,1,34.83,6,9.25,2,25792.35,0,125000,2,1,1,0,0,0,0,0,2008826.638,219562.23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2200000,48,0,58,1,10.91,7,14.83,2,51164.21,0,60000,1,0,2,1,0,0,0,0,118.3255,998834.81,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
200000,20,0,37,4,16.33,6,13.33,2,10544.11,0,49896,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
246541.05,36,0,40,1,8.33,6,4.75,3,9328.28,5500,80000,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,55,2,6.83,6,16.91,2,17351.48,0,95000,2,1,1,0,0,0,0,0,0,5849.39,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,84,0,53,4,34.25,7,15.08,2,15939.62,0,100000,1,1,1,0,0,0,0,0,3335.7155,12039.48,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,34,2,2.5,6,2.5,2,10079.32,0,59355,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
175770.03,16,0,56,3,25.25,6,12.08,2,13000.35,0,47500,2,0,1,0,0,0,0,0,836.19,10864.149,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
543243.17,60,0,41,3,9.33,6,10.33,2,19059.63,51800,130000,2,1,1,0,0,0,1,0,0,1057.7,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,12,0,32,4,7.66,6,9.41,1,12827.38,0,58279,1,0,2,0,0,0,0,0,282712.15,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
510000,42,0,49,2,27.75,6,15.66,4,14231.35,0,40000,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35000,24,0,41,3,15.91,6,13.91,3,7000,720,91000,1,1,1,0,0,0,0,0,398725.027,484.04,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,6,0,50,1,17.41,6,28.5,2,16873.92,13500,100000,2,0,2,0,0,0,1,0,3500774.85,36.83,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310000,24,0,49,1,15.5,7,2.16,2,13913.2,0,50000,2,1,1,0,0,0,0,0,630926.69,349.51,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3000000,120,0,41,5,11.25,6,6.25,2,35610.54,34039,181500,1,1,2,1,0,0,0,0,0,6854.902,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000000,60,0,37,1,17.33,6,2.75,2,20114.04,10000,130000,2,1,1,0,0,0,0,0,0,60896.56,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000000,60,0,55,2,16.33,7,4.33,2,22753.05,15000,266094,1,1,1,0,0,0,0,0,0,1711.39,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,12,0,68,2,17.41,7,11.75,2,17239.24,0,150000,2,0,1,0,0,0,0,0,266344.053,207.27,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,60,0,48,2,27.83,6,2.5,2,20386.3,0,111786,1,1,1,0,0,0,0,0,1000.47,447.83,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
285480.6,36,0,31,2,31,7,0.25,3,9666.08,0,68724,1,1,1,0,0,0,0,0,0,264.98,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,60,0,51,5,5.25,6,9.5,2,21201.87,0,49850,1,1,1,0,0,0,0,0,0,116655.65,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000000,60,0,38,4,24.08,6,9,4,22753.05,0,64628,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450000,36,0,47,5,31.91,6,13.33,2,14122.9,0,25281,1,1,1,0,0,0,0,0,0,5730.82,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300000,36,0,53,3,32.41,6,32.41,3,9558.91,0,45260,2,1,1,0,0,0,0,0,0,1095.1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,12,0,54,2,31,6,21.75,3,12952.83,0,27989,1,0,1,0,0,0,0,0,0,2647.47,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
983145.12,48,0,49,4,28,6,21.33,2,26827.48,0,58773,1,1,1,0,0,0,0,0,0,831.21,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,58,2,35.33,6,38.33,3,8756.38,0,34572,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,36,0,52,3,32.75,6,31.66,2,16899.65,934,45354,1,1,1,0,0,0,0,0,0,1885.68,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1000000,60,0,47,3,24.91,6,23.5,2,21480.51,0,36574,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,30,0,51,2,8.08,6,31.41,3,11013.59,0,27047,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1500000,72,0,44,4,25,6,24.08,2,27883.68,0,39513,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400000,36,0,53,3,11.25,6,24,2,12732.91,0,35841,1,1,1,0,0,0,0,0,0,12517.07,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,58,2,13.33,6,36.08,2,8972.66,0,25748,1,0,1,0,0,0,0,0,50051.74,106.83,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
350000,30,0,56,3,32.33,6,20.16,3,12854.82,0,27685,1,1,1,0,0,0,0,0,0,25.35,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,24,0,56,3,31.41,6,35.08,2,13458.99,0,28486,1,1,1,0,0,0,0,0,0,4863.22,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1000000,36,0,56,2,28.25,6,31.66,2,30785.75,0,59179,1,1,1,0,0,0,0,0,2947.65,1675.93,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1500000,36,0,57,2,56.75,6,28.58,1,45597.16,0,90610,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
900000,60,0,37,5,1.08,6,13.75,2,19788.9,0,33368,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
100000,12,0,39,4,18.91,6,16.5,2,8671.41,0,25350,1,0,1,0,0,0,0,0,0,358.98,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,24,0,38,1,16.5,6,15.91,2,6709.09,0,24108,1,0,1,0,0,0,0,0,803058.96,74446,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,47,4,27.16,6,23.5,2,18072.67,10500,47807,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400000,36,0,55,4,20.75,6,15.75,2,13439.09,0,80000,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1062302.67,60,0,54,3,31.5,7,4.5,2,26869.8,0,151400,1,1,1,0,0,0,0,1,150.1,64336,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300000,20,0,53,3,27.5,6,20.5,2,15784.73,0,36001,2,0,1,0,0,0,0,0,0,1009.16,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,36,0,48,4,18.91,6,7.08,2,11113.63,0,31256,1,1,1,0,0,0,0,0,0,108.46,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
117201.18,12,0,35,1,29.25,6,11.25,2,12036.55,0,50274,2,0,1,0,0,0,0,0,0,1364.42,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,51,4,16.75,7,15.25,1,18678.65,0,30000,1,0,1,0,0,0,1,0,2258163.05,5847.525,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
700000,36,0,38,1,16.58,6,4.25,2,21613.96,1000,120000,2,1,1,0,0,0,0,0,1002047.98,186035.5,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,38,3,32.25,7,9.25,2,30991.15,10000,400000,1,0,1,0,0,0,0,1,1205.23,32024.04,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4245000,120,0,38,3,9.41,6,14.41,2,50863.83,0,86000,1,1,1,1,0,0,0,0,288333.64,24189.86,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79992.57,24,0,58,5,15,6,10,2,13691.67,0,123239,2,1,1,0,0,0,0,0,0,1790.87,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,40,4,13.08,6,16.91,2,9070.77,0,76685,1,0,1,0,0,0,0,0,0,56.66,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,37,4,25.5,6,11.25,1,8814.42,0,38304,2,0,1,0,0,0,0,0,0,12316.27,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
150000,15,0,59,2,19.75,6,11.91,2,10311.37,0,85000,2,0,1,0,0,0,1,0,557736.58,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
810000,36,0,45,4,13.33,6,13.33,2,25000.28,0,112919,2,1,1,0,0,0,0,0,1400275.26,21066.78,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,45,4,16.41,6,18.41,2,21890.94,0,90000,2,1,1,0,0,0,0,0,0,1775.05,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
990288.73,84,0,58,1,20.66,6,36.75,2,21848.24,1494,36712,1,1,1,1,0,0,0,0,0,3559.69,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,36,1,1.75,6,11.41,2,29899.09,0,60963,1,0,1,0,0,0,1,0,3595583.199,135663.1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
650000,60,0,51,4,27.08,6,29.08,2,12718.01,33000,103900,2,1,1,0,0,0,0,0,0,3532.28,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
400000,24,0,46,1,13.5,6,6.25,2,17909.02,0,55000,2,0,1,0,0,0,0,0,9168.2095,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
350000,12,0,57,1,20.91,5,17.91,2,30365.09,0,122746,3,1,1,0,0,0,0,0,0,36517.54,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,56,3,19.66,6,23.66,2,12442.49,0,76900,2,1,1,0,0,0,0,0,0,1001.73,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
884753.28,60,0,39,1,1.66,6,7.58,3,22260.47,0,38000,1,1,1,0,0,0,0,1,1218.73,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260000,24,0,48,2,12,7,11.5,3,11818.47,0,44500,1,1,1,0,0,0,0,0,3287.7635,6586.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350000,24,0,51,4,17.75,7,5.41,2,15670.4,0,69176,1,0,1,0,0,0,0,0,0,100978.05,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
523546.17,36,0,47,5,12.25,6,12.16,2,18471.45,0,153830,2,1,1,0,0,0,0,0,0,701.73,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
210000,18,0,58,2,24.41,6,12.41,2,12199.23,0,61373,2,0,1,0,0,0,0,0,0,903.04,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,48,0,31,1,25.33,7,3.33,2,25510.72,1,80000,2,1,1,0,0,0,0,0,0,64195.429,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200000,24,0,52,3,29.41,6,13.91,2,8972.66,0,34000,2,0,1,0,0,0,0,0,0,557.82,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2300000,60,0,58,2,17.33,8,8.91,2,48243.71,0,200000,1,1,3,1,0,0,0,0,0,1320.42,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,42,3,13.33,6,10.33,2,8602.4,14800,100500,2,0,1,0,0,0,0,0,430726.3,454.2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,24,0,45,1,17.58,6,11.58,1,4477.26,0,50000,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2800000,72,0,48,1,44.25,6,6.58,2,51517.16,0,80000,1,1,2,0,0,0,1,0,0,577.46,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,59,2,19.83,6,25.08,2,12499.15,0,52000,2,1,1,0,0,0,1,0,615717.47,344.97,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
406187.89,36,0,35,2,1.08,7,4.08,2,14935.97,52000,195000,1,1,1,0,0,0,0,0,0,5520.02,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,24,0,40,5,5.66,6,16.41,2,10945.47,0,200000,2,0,1,0,0,0,0,0,0,50466.41,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
400000,24,0,37,3,11.75,6,11.75,2,17692.21,0,31668,2,0,1,0,0,0,0,0,0,20227.8,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,36,0,46,4,20.41,6,2.41,2,6172.93,0,69540,2,0,1,0,0,0,0,0,0,29861.46,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
560000,36,0,51,5,17.66,6,14.66,2,17295.97,19360,119166,2,1,1,0,0,0,0,0,4.69,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,84,0,47,3,14.08,6,16.08,3,16200.54,55000,200000,2,1,1,0,0,0,0,0,0,30896.43,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,55,1,21.41,6,21.41,2,8948.68,0,42000,2,0,1,0,0,0,0,0,0,618.36,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,57,1,20.75,6,40.83,2,8936.4,0,34000,2,0,1,0,0,0,0,0,0,20481.36,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
